Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2016-17,2017-18,2018-19,2019-20,2020-21,Source document,Source table,URL
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),National security public information campaign,0,1144,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Payments for grants to Australian organisations ,1625,1646,1669,1693,1707,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Payments for membership of international bodies ,109,110,113,115,116,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Safer Communities Fund,9436,9439,14242,4901,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Other services (Appropriation Bill No. 2),Specific purpose payment—Schools Security Program,7248,3214,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Special appropriations,Social Security (Administration) Act 1999—Australian Victim of Terrorism Overseas Payment—s 242,1095,1595,1125,600,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Special account,Services for Other Entities and Trust Moneys ,18052,21581,1039,1039,1039,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.7: National Security and Criminal Justice,Administered Expenses,Expenses not requiring appropriation in the budget year,,1857,1629,1404,1246,989,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.8: Australian Government Disaster Financial Support Payments,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),Ex gratia assistance—New Zealand citizens ,117,120,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.8: Australian Government Disaster Financial Support Payments,Administered Expenses,Special appropriations,Social Security (Administration) Act 1999—Disaster Recovery Allowance,14712,191,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.8: Australian Government Disaster Financial Support Payments,Administered Expenses,Special appropriations,Social Security (Administration) Act 1999—Disaster Recovery Payment,78047,955,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.8: Australian Government Disaster Financial Support Payments,Administered Expenses,Expenses not requiring appropriation in the budget year,,2358,0,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.9: Royal Commissions,Departmental Expenses,Ordinary annual services (Appropriation Bill No. 1),Royal Commission into Institutional Responses to Child Sexual Abuse,71287,32267,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.9: Royal Commissions,Departmental Expenses,Ordinary annual services (Appropriation Bill No. 1),Royal Commission into the Protection and Detention of Children in the Northern Territory,39393,3911,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Attorney General's Department,Outcome 1: A just and secure society through the maintenance and improvement of Australia's law and justice framework and its national security and emergency management system.,Program 1.9: Royal Commissions,Departmental Expenses,Expenses not requiring appropriation in the budget year,,4020,2739,0,0,0,Attorney-General's Department 2017-18 PBS tables.xlsx,Outcome 1 Table 2.1.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Australian Commission for Law Enforcement Integrity,"Outcome 1: Independent assurance to the Australian Government that Commonwealth law enforcement agencies and their staff act with integrity by detecting, investigating and preventing corruption.","Program 1.1: Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members",Departmental Expenses,Departmental appropriation,,10799,10717,10620,10517,10589,ACLEI 2017-18 PBS tables.xlsx,Table 2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Australian Commission for Law Enforcement Integrity,"Outcome 1: Independent assurance to the Australian Government that Commonwealth law enforcement agencies and their staff act with integrity by detecting, investigating and preventing corruption.","Program 1.1: Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members",Departmental Expenses,s74 retained revenue receipts,,575,575,575,0,0,ACLEI 2017-18 PBS tables.xlsx,Table 2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Australian Commission for Law Enforcement Integrity,"Outcome 1: Independent assurance to the Australian Government that Commonwealth law enforcement agencies and their staff act with integrity by detecting, investigating and preventing corruption.","Program 1.1: Detect, investigate and prevent corruption in prescribed law enforcement agencies; assist law enforcement agencies to maintain and improve the integrity of staff members",Departmental Expenses,Expenses not requiring appropriation in the budget year,,794,625,625,625,625,ACLEI 2017-18 PBS tables.xlsx,Table 2.1,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
Attorney-General's Portfolio,Australian Criminal Intelligence Commission,"Outcome 1: To make Australia safer through improved national ability to discover, understand and respond to current and emerging crime threats and criminal justice issues, including the ability to connect police and law enforcement to essential criminal intelligence, policing knowledge and information through collaborative national information systems and services.",Program 1.1: Australian Criminal Intelligence Commission,Departmental Expenses,Departmental appropriation,,89820,87923,85246,83601,78910,ACIC 2017-18 PBS tables.xlsx,Table 2.1 NCCE,http://data.gov.au/dataset/d8f51107-d0de-4daf-a7d8-0fb7fbdce504/resource/d5bca8a5-f557-40da-8e5b-62047ce12802/download/2017-18-pbs-program-expenses-line-items.csv
